Emotion,Text
4,"Hi , I'm home ! Can you double that recipe ? I ran into an old friend after work and invited him for dinner . "
0, No problem . Who is it ? Anyone I know ? 
0, I don't think so . Do you remember Bob Gain from Tulsa ? 
0, That name doesn't ring a bell . But tell me more . 
0, He was on the diving team with me in high school and saved my life one day . 
0," Well , I'll have to personally thank him by making him my famous chocolate cake . "
0," You're glad he saved me , huh ? "
4, Absolutely ! Bob and his whole family are welcome here any time ! 
0,Hello . I'd like to speak to Susan . 
0," I'm sorry , but there's no one here by that name . "
0, Isn't this the Whites ? 
0," Yes , this is . What number are you calling ? "
0, I'm calling 6667777 . Maybe my finger slipped and I touched the wrong number . 
0, Sure it is . This is 6666777 . 
5," Oh , sorry to have bothered you . "
0, It doesn't matter . Bye-bye ! 
0, Bye ! 
0,I ’ Ve been having problems getting onto the Internet . 
0, Have you checked your connection settings ? 
0," Yes , they're fine . I suppose.the server might be down again . "
0," Yes , there have been a few problems recently . Why don't you call the IT department ? "
0,It would be nice to go to the beach sometime this weekend . 
0, What's the weather going to be like ? I may want to go too . 
0, The weather this weekend is supposed to be warm . 
0, Will it be good beach weather ? 
0, I think it will be . 
0, It wouldn't be good if it got cold this weekend . 
0," I want this trip to be perfect , I hope it stays warm . "
0," This California weather is so uncertain , it's impossible to know what'll happen . "
0, I know . Every day the weather seems different . 
0, I would love it if it wasn't always so unpredictable . 
0, That would make it easier for us to make plans . 
0, I know . Things are easier when you know what the weather's going to be like . 
0,"Good afternoon , Felix Wassermann Associates . Lawson speaking , how can I help you ? "
0," Hello , this is Miao Eng calling from Lincoln Bank . "
0, B :: Miao Eng ! I'd know that voice anywhere . What can I do for you ? Any problems ? 
0," No , not at all . I was just calling to tell you that everything has been checked and double checked , and there is no problem with the documents you brought in this morning . "
4, That is good news . 
0, Shall I go ahead and process them for you ? 
4," Perfect . Thanks very much for calling . See you soon , bye ! "
0,Could you show me the way to the railway station ? 
0," Yes , of course . "
0, Would you like to be my guide ? 
4, I'd be very pleased . 
0,What characteristics should an interpreter own ? 
0, I think he should be an expert of everything . 
0, Why is that ? 
0," Because English is nothing but a tool which is used when people may negotiate in international conferences , probe into physics , release some information in a press conferrence , and do anything we can do with language . Therefore , an interpreter has to know some expertise in the field he / she serves as an interpreter . Otherwise he / she can not carry out his / her work smoothly . "
0,"Well , Miss Liu , I've enjoyed talking with you . Thank you for your interest in this job . "
0," It's my honor , Mr . Mike . By the way , how can I know whether I am accepted or not ? "
0," We hope to make a decision in the next few days . We'll notify you of our decision by mail , is this convenient for you ? "
0, Yes . Thank you very much . I am looking forward to hearing from you . 
0," Good luck to you , good-bye . "
0, Good-bye . 
4,"This facility is great , don't you think ? "
4," Yes , it is better than last year . They have done a very good job this time . "
0, I'm glad our booth is on the first floor . More people can see our display . 
0," If someone wants to find us , they can look at this floor plan.It shows where all the companies have their booths . "
0, Let me see that . I didn't get one when I came in . 
6, Really ? They didn't give you one with your ticket ? 
0, No . 
0, That's strange . 
0, Where do you go for lunch around here ? 
0, Are you hungry ? 
0, Not too bad . But I will be soon . 
0, I went across the street . There is a good Chinese restaurant next to the hotel . 
0, I can't see Cortex on this floor plan . Don't they have a booth here ? 
0," They must . Let me look at that.Here it is . Cortex . It's on the second floor , next to the Roll booth . "
0," Oh , that will be uncomfortable for them . "
0, For whom ? Cortex ? 
0, Yes . Cortex just stole Darren McDowell from Rolly.And probably Darren will be here.So he will have to spend the whole show standing next to his old Cortex coworkers . 
0, I've never met Darren.But you're right . That would probably be uncomfortable . 
0," When you reserve a booth , you should check who your neighbors will be.Don ' t you think ? "
0," Yes , maybe . If you're Darren McDowell , you should probably check . "
0," Yes . Well , I think I'll go get lunch . Will you join me ? "
0," No , I'll stay here at the booth . I ate earlier . Are you going to the Chinese restaurant ? "
0, Maybe . I will look around . 
0,"Good morning . I ’ m Liu Yi , from China XYZ Company . We have an appointment with Mr . Thomas . "
0," Welcome to ABC Company . We have been expecting you , please have a seat . I will call him . "
0, Thank you . 
0," Mr . Thomas will be here very soon . In the meantime , may I ask all of you to sign in so that I can issue your passes ? "
0, Should each of us write separately ? 
0," Yes , please . Please print your name and company name , and the person you are going to see . "
0,"Good afternoon , Miss . "
0, Good afternoon . I would like my hair done . 
0, What style do you want ? 
0, I'd like to try a new hair-style . Could you show me some pictures of hair styles ? 
4, Sure . Here you are . 
4," Thanks . Please give me the style in this picture here but make the wave longer . I would like hair spray , please . "
0," Yes , Miss . Is that all right ? "
4, Beautifully done . 
0, And would you like a manicure ? 
4," No , thanks . How much should I pay ? "
0," One hundred yuan , please . "
0, Here you are . 
4, Thank you . 
0,"Excuse me . Have you got any books on genetic engineering ? I've looked for them everywhere , but I can't find any . "
5," I'm not sure if we've got any now . Books of that kind are on this shelf . Well , I'm afraid we've sold out . "
5, What a pity ! I should have come earlier . 
0, Come some time next week if you like . I think we'll have got some by then . 
0," Ok , I will . "
0,That's all you need to know about the interview for the job as a fireman . Any other questions ? 
0, No . I think I've known enough . Thank you . 
0, You can contact me any time you need me . Bye ! 
0," Alright , see you . "
0,Hi . My minibar is empty . 
0," You already finished off everything , sir ? "
0, I finished off everything . 
0, Would you like anything in particular ? 
0, The Perrier and the Jim Beam . Let me have three more of each . 
0," Beam and Perrier . Anything else , sir ? "
0," I really loved the apples in my room . Bring me a few more , please . "
0, Sure thing . Might there by anything else ? 
0," Oh , yes , speaking of fruit , bring me some grape juice , too . "
0," Perrier , Jim Beam , apples , and grape juice . It will all be there shortly , sir . "
0,"Mr . Li , does the recommendation of the university play an important role in job hitting ? "
0," Yes . In fact , the recommendation is a way of indirect self-recommendation . The university and the business have a long-term relationship . If you are recommended by your university , you can be approved more easily . "
